companyName,sourceType,sourceUrl,capturedAt,evidenceSummary,evidenceStrength
深圳市亚辉龙生物科技股份有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f59cb8b-b489-41ac-8ddf-c5f2d5198b24,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
深圳市伯劳特生物制品有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750016720240529031730243,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
深圳市伯劳特生物制品有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750016720240529031730243,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
瑞海胜（厦门）康复用品有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975872081720202603040234192,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
瑞海胜（厦门）康复用品有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975872081720202603040234192,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
美敦力糖尿病科技（成都）有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063270020230207115542933,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
美敦力糖尿病科技（成都）有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063270020230207115542933,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
上海微创医疗机器人（集团）股份有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
上海微创医疗机器人（集团）股份有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
上海远心医疗科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697830410015020251126054846763,2026-05-19,Stage 2 categories: remote_patient_monitoring; samd,medium_stage2_evidence
上海远心医疗科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697830410015020251126054846763,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
北京新网医讯技术有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975940490058202301090405080,2026-05-19,Stage 2 categories: remote_patient_monitoring; samd,medium_stage2_evidence
北京新网医讯技术有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975940490058202301090405080,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
北京锐视康科技发展有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697399055003620220429111501082,2026-05-19,Stage 2 categories: remote_patient_monitoring; samd,medium_stage2_evidence
北京锐视康科技发展有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697399055003620220429111501082,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
合肥合滨智能机器人有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545144001620240327110556534,2026-05-19,Stage 2 categories: clinical_workflow; remote_patient_monitoring,medium_stage2_evidence
合肥合滨智能机器人有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545144001620240327110556534,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
广西雅斯生物科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=16bcea9cc731422194ffa7c765da0323,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
广西雅斯生物科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=16bcea9cc731422194ffa7c765da0323,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
景昱医疗科技（苏州）股份有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697037781066020250718070235628,2026-05-19,Stage 2 categories: clinical_workflow; online_consultation; remote_patient_monitoring; samd,medium_stage2_evidence
景昱医疗科技（苏州）股份有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697037781066020250718070235628,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
深圳市美连医疗电子股份有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1694441404251920260511110759856,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
深圳市美连医疗电子股份有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1694441404251920260511110759856,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
深圳星康医疗科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697521590151720260512042339217,2026-05-19,Stage 2 categories: clinical_workflow; remote_patient_monitoring; samd,medium_stage2_evidence
深圳星康医疗科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697521590151720260512042339217,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
湖南朗开医疗科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1697725918018420240314040805176,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
湖南朗开医疗科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1697725918018420240314040805176,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
维斯安（北京）医疗器械有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=3adb79ab002c4672af6070c9f3c1cf7b,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
维斯安（北京）医疗器械有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=3adb79ab002c4672af6070c9f3c1cf7b,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
辽宁迪浩生物科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=a66841e0-6ec2-410b-aeec-aa0aea963e57,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
辽宁迪浩生物科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=a66841e0-6ec2-410b-aeec-aa0aea963e57,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
"ACON Laboratories, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K101371,2026-05-19,Stage 2 categories: chronic_disease_management; remote_patient_monitoring; samd,medium_stage2_evidence
"ACON Laboratories, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K101371,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Agamatrix, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103544,2026-05-19,Stage 2 categories: chronic_disease_management; remote_patient_monitoring; samd,medium_stage2_evidence
"Agamatrix, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103544,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Prosomnus Sleep Technologies,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221889,2026-05-19,Stage 2 categories: remote_patient_monitoring; sleep_health,medium_stage2_evidence
Prosomnus Sleep Technologies,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221889,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
亳州融健医疗用品有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,2026-05-19,Stage 2 categories: rehabilitation; samd,medium_stage2_evidence
亳州融健医疗用品有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
徐州市科健高新技术有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975283415138202205101045050,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
徐州市科健高新技术有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975283415138202205101045050,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
河北深灵医疗科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
河北深灵医疗科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
海南齐佳智能科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=895bdefe706046a3bb310582ade31a21,2026-05-19,Stage 2 categories: mental_health; rehabilitation; samd,medium_stage2_evidence
海南齐佳智能科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=895bdefe706046a3bb310582ade31a21,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
海口安至科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
海口安至科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
深圳市昭蓝生物科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973880810523202310110930463,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
深圳市昭蓝生物科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973880810523202310110930463,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
深圳市艾利特医疗科技有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697070604106220250928113343202,2026-05-19,Stage 2 categories: mental_health,medium_stage2_evidence
深圳市艾利特医疗科技有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697070604106220250928113343202,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
赛尔生物,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
赛尔生物,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
长沙奥科维电子有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697621210001920230423020207567,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
长沙奥科维电子有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697621210001920230423020207567,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
"Dexcom, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192787,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Dexcom, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192787,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Doctolib,product_evidence,https://connect.doctolib.com/about-doctolib,2026-05-19,Stage 2 categories: online_consultation; remote_patient_monitoring,medium_stage2_evidence
Doctolib,reachability_evidence,https://www.doctolib.fr/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Hewlett-Packard GmbH,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K991773,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Hewlett-Packard GmbH,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K991773,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
健客,product_evidence,https://www.jianke.com/,2026-05-19,Stage 2 categories: internet_healthcare; pharmacy_ecommerce,medium_stage2_evidence
健客,reachability_evidence,https://www.jianke.com/,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
微脉,product_evidence,https://www.myweimai.com/,2026-05-19,Stage 2 categories: health_management_platform; internet_healthcare; patient_engagement,medium_stage2_evidence
微脉,reachability_evidence,https://www.myweimai.com/,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
Akili,product_evidence,https://dtxalliance.org/members/akili-interactive/,2026-05-19,Stage 2 categories: digital_therapeutics; mental_health,medium_stage2_evidence
Akili,reachability_evidence,https://www.akiliinteractive.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Bio-Rad Laboratories,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070546,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
Bio-Rad Laboratories,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070546,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Impact Applications, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181223,2026-05-19,Stage 2 categories: mental_health,medium_stage2_evidence
"Impact Applications, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181223,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Lifescan, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120558,2026-05-19,Stage 2 categories: chronic_disease_management; samd,medium_stage2_evidence
"Lifescan, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120558,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
medrhythms,product_evidence,https://dtxalliance.org/members/medrhythms/,2026-05-19,Stage 2 categories: digital_therapeutics; rehabilitation,medium_stage2_evidence
medrhythms,reachability_evidence,https://www.medrhythms.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Mindmaze SA,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173931,2026-05-19,Stage 2 categories: digital_therapeutics; rehabilitation; samd,medium_stage2_evidence
Mindmaze SA,reachability_evidence,https://www.mindmaze.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Quinton, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864949,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"Quinton, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864949,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Voluntis Sa.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K170669,2026-05-19,Stage 2 categories: chronic_disease_management; digital_therapeutics; samd,medium_stage2_evidence
Voluntis Sa.,reachability_evidence,https://www.aptardigitalhealth.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
上海联影智能科技股份有限公司,product_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760002920220614032338768,2026-05-19,Stage 2 categories: clinical_workflow; health_management_platform; patient_engagement; samd,medium_stage2_evidence
上海联影智能科技股份有限公司,reachability_evidence,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760002920220614032338768,2026-05-19,Stage 2 显示中国主体或中国城市。,strong_reachability
Amwell,product_evidence,https://business.amwell.com/,2026-05-19,Stage 2 categories: internet_healthcare; remote_patient_monitoring,medium_stage2_evidence
Amwell,reachability_evidence,https://business.amwell.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Arzco Medical Electronics, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904943,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Arzco Medical Electronics, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904943,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Babylon Health,product_evidence,https://www.babylonhealth.com/,2026-05-19,Stage 2 categories: internet_healthcare; remote_patient_monitoring,medium_stage2_evidence
Babylon Health,reachability_evidence,https://www.babylonhealth.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Bd Becton Dickinson Vacutainer Systems Preanalytic,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780939,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Bd Becton Dickinson Vacutainer Systems Preanalytic,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780939,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Boston Scientific Cardiac Diagnostic Technologies, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243349,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Boston Scientific Cardiac Diagnostic Technologies, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243349,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Cambridge Heart, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983102,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Cambridge Heart, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983102,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Capsule Technologie Sas,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200856,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Capsule Technologie Sas,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200856,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Cedars-Sinai Medical Center,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172609,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Cedars-Sinai Medical Center,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172609,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Conmedcorp,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963787,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Conmedcorp,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963787,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Conphar, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813385,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Conphar, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813385,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Corventis, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090696,2026-05-19,Stage 2 categories: health_management_platform; patient_engagement; remote_patient_monitoring,medium_stage2_evidence
"Corventis, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090696,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Current Health,product_evidence,https://currenthealth.com/,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Current Health,reachability_evidence,https://currenthealth.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Diagnostic Monitoring Software,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133014,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Diagnostic Monitoring Software,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133014,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Galix Biomedical Instrumentation, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971670,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Galix Biomedical Instrumentation, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971670,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"General Life Biotechnology Co., Ltd.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123090,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"General Life Biotechnology Co., Ltd.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123090,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Infopia Co, Ltd.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132406,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Infopia Co, Ltd.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132406,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Instrumentation Laboratory CO,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771977,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Instrumentation Laboratory CO,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771977,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Lawrence Medical Systems, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K874885,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Lawrence Medical Systems, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K874885,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Macon & Co., Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902802,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Macon & Co., Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902802,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Microlife Intellectual Property GmbH,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171937,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Microlife Intellectual Property GmbH,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171937,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Murata Vios, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241728,2026-05-19,Stage 2 categories: remote_patient_monitoring; samd,medium_stage2_evidence
"Murata Vios, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241728,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Nikomed U.S.A., Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950473,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Nikomed U.S.A., Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950473,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Omega Critical Care Limited,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081776,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Omega Critical Care Limited,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081776,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Paceart, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012407,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Paceart, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012407,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Philips Medical Systems, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K922622,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Philips Medical Systems, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K922622,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Ppg Industries, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912627,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Ppg Industries, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912627,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
R D Intl.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960312,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
R D Intl.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960312,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
R2 Corp.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832516,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
