companyName,aliases,region,country,city,categories,tier,website,primaryEvidenceUrl,productCount,evidenceCount,aiUseCases,aiFitScore,marketExpansionScore,financingLiftScore,commercializationScore,dataReadinessScore,evidenceQualityScore,opportunityScore,scoreReasons,gaps
深圳市安普康科技有限公司,,China,CN,深圳,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552335320260512092607521,93,93,远程监测风险分层与异常预警,12,9,5,3,6,10,45,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
健客,健客网; Jianke,China,CN,广州,internet_healthcare; pharmacy_ecommerce,B,https://www.jianke.com/,https://www.jianke.com/,1,2,在线问诊分诊、问答和医患服务自动化; 用药咨询、处方/复购推荐和药事服务自动化,14,12,3,4,5,6,44,互联网医疗平台有问诊分诊和服务自动化空间; 已有官网/产品页信号,financing; company_site_evidence
叮当快药,叮当健康,China,CN,北京,internet_healthcare; pharmacy_ecommerce,B,https://www.ddky.com/,https://www.ddky.com/,1,2,在线问诊分诊、问答和医患服务自动化; 用药咨询、处方/复购推荐和药事服务自动化,14,12,3,4,5,6,44,互联网医疗平台有问诊分诊和服务自动化空间; 已有官网/产品页信号,financing; company_site_evidence
好大夫在线,Haodf,China,CN,北京,online_consultation; samd,B,https://www.haodf.com/,https://www.haodf.com/,1,2,医生工作流、病历摘要和临床文档自动化; 在线问诊分诊、问答和医患服务自动化,16,6,7,4,5,6,44,已有官网/产品页信号,financing; company_site_evidence
深圳市绘云生物科技有限公司,,China,CN,深圳,clinical_workflow; samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975754180022202304110424121,1,2,医生工作流、病历摘要和临床文档自动化,19,3,9,0,5,8,44,临床工作流可通过文档/决策辅助提效; 有监管/官方目录证据,website; financing; company_site_evidence
"Arkray Factory USA, Inc.",,US,US,Edina,chronic_disease_management; samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093819,1,1,慢病管理 AI 教练与个性化随访,17,5,11,0,3,7,43,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
"United Health Group, Inc.",,US,US,Rye Brook,internet_healthcare; samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171406,1,1,在线问诊分诊、问答和医患服务自动化,16,10,5,0,5,7,43,互联网医疗平台有问诊分诊和服务自动化空间; 有监管/官方目录证据,website; financing; company_site_evidence
健康160,就医160,China,CN,深圳,internet_healthcare; samd,C,https://www.91160.com/,https://www.91160.com/,1,1,在线问诊分诊、问答和医患服务自动化,16,10,7,4,5,1,43,互联网医疗平台有问诊分诊和服务自动化空间; 已有官网/产品页信号,financing; company_site_evidence
苏州塞伯坦医疗科技有限公司,,China,CN,,clinical_workflow; samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697783813001520260410042043412,1,2,医生工作流、病历摘要和临床文档自动化,19,3,9,0,5,7,43,临床工作流可通过文档/决策辅助提效; 有监管/官方目录证据,website; financing; company_site_evidence
青岛远程科技有限公司,,China,CN,,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697510300027820231010040328484,5,10,远程监测风险分层与异常预警,12,8,5,3,6,9,43,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
麦康迪（绍兴）科技有限公司,,China,CN,,clinical_workflow; samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=6479ba87437042aeb1168a1c055b35ca,1,2,医生工作流、病历摘要和临床文档自动化,19,3,9,0,5,7,43,临床工作流可通过文档/决策辅助提效; 有监管/官方目录证据,website; financing; company_site_evidence
Akili,Akili Interactive; Akili Interactive Labs; EndeavorRx,US,US,Boston,digital_therapeutics; mental_health,B,https://www.akiliinteractive.com/,https://dtxalliance.org/members/akili-interactive/,1,3,心理/睡眠分层干预与对话式支持; 医生工作流、病历摘要和临床文档自动化,11,8,7,7,3,6,42,已有官网/产品页信号,financing; company_site_evidence
"Impact Applications, Inc.",,US,US,San Diego,mental_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181223,6,6,心理/睡眠分层干预与对话式支持,14,6,7,2,3,10,42,有监管/官方目录证据,website; financing; company_site_evidence
Kry/Livi,Kry; Livi,Europe,SE,Stockholm,internet_healthcare; online_consultation,B,https://www.livi.co.uk/,https://www.livi.co.uk/,1,2,医生工作流、病历摘要和临床文档自动化; 在线问诊分诊、问答和医患服务自动化,11,13,3,4,5,6,42,互联网医疗平台有问诊分诊和服务自动化空间; 已有官网/产品页信号,financing; company_site_evidence
"Tandem Diabetes Care, Inc.",TANDEM DIABETES CARE INC,US,US,San Diego,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K122361,9,10,医疗软件智能化和疗效反馈闭环,14,2,8,5,3,10,42,有监管/官方目录证据,website; financing; company_site_evidence
Bd Becton Dickinson Vacutainer Systems Preanalytic,,US,US,Washington,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780939,1,1,远程监测风险分层与异常预警,14,6,8,0,6,7,41,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Cedars-Sinai Medical Center,,US,US,Los Angeles,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172609,1,1,远程监测风险分层与异常预警,14,6,8,0,6,7,41,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Oviva,,Europe,CH,Zurich,chronic_disease_management,B,https://oviva.com/,https://oviva.com/,2,2,慢病管理 AI 教练与个性化随访,13,5,6,8,3,6,41,慢病管理具备个性化随访和 AI 教练空间; 已有官网/产品页信号,financing
Woebot Health,Woebot,US,US,San Francisco,digital_therapeutics; mental_health,B,https://woebothealth.com/,https://woebothealth.com/,1,2,心理/睡眠分层干预与对话式支持,16,5,10,4,0,6,41,已有官网/产品页信号,financing; company_site_evidence
武汉康录生物技术股份有限公司,,China,CN,,clinical_workflow,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=2d77c6be-9155-4945-b0c5-22e9056a52ac,3,6,医生工作流、病历摘要和临床文档自动化,16,4,5,2,5,9,41,临床工作流可通过文档/决策辅助提效; 有监管/官方目录证据,website; financing; company_site_evidence
江西思维智光医疗科技有限公司,,China,CN,,mental_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554101862026041703374918,31,31,心理/睡眠分层干预与对话式支持,14,8,4,3,3,9,41,有监管/官方目录证据,website; financing; company_site_evidence
瑞海胜（厦门）康复用品有限公司,,China,CN,,rehabilitation,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975872081720202603040234192,44,54,康复计划生成、动作/依从性反馈与 care manager copilot,14,8,4,3,3,9,41,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
Animas Corp.,,US,US,West Chester,chronic_disease_management; samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K063674,1,1,慢病管理 AI 教练与个性化随访,17,5,8,0,3,7,40,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
"Bayer Healthcare, LLC",,US,US,Mishawaka,chronic_disease_management; samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082486,1,1,慢病管理 AI 教练与个性化随访,17,5,8,0,3,7,40,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Kaia Health,,US,US,New York,rehabilitation,B,https://www.kaiahealth.com/,https://www.kaiahealth.com/,2,2,康复计划生成、动作/依从性反馈与 care manager copilot,12,5,6,8,3,6,40,康复产品可用 AI 降低人力交付成本; 已有官网/产品页信号,financing
中山瑞福医疗器械科技有限公司,,China,CN,,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=ca378ffe533249bca57eb24c4317f7e3,8,8,慢病管理 AI 教练与个性化随访,15,7,4,2,3,9,40,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
思澜科技（成都）有限公司,,China,CN,成都,remote_patient_monitoring; sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=4425365e8e2f450280940b64ac1c59dc,2,2,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,15,6,5,0,6,8,40,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Argus Cognitive, Inc.",,US,US,Lebanon,mental_health; samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223322,1,1,心理/睡眠分层干预与对话式支持,16,5,8,0,3,7,39,有监管/官方目录证据,website; financing; company_site_evidence
"Dexcom, Inc.",DEXCOM INC,US,US,San Diego,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192787,2,3,远程监测风险分层与异常预警,10,6,5,3,6,9,39,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Infermedica,,Europe,PL,Wroclaw,clinical_workflow,B,https://infermedica.com/,https://infermedica.com/,1,2,医生工作流、病历摘要和临床文档自动化,14,3,7,4,5,6,39,临床工作流可通过文档/决策辅助提效; 已有官网/产品页信号,financing; company_site_evidence
"Mahana Therapeutics, Inc.",,US,US,San Francisco,mental_health; samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,1,1,心理/睡眠分层干预与对话式支持,16,5,8,0,3,7,39,有监管/官方目录证据,website; financing; company_site_evidence
"Medtronic, Inc.",Medtronic plc,US,US,Mounds View,health_management_platform; patient_engagement,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153160,1,5,患者互动、留存和健康行为 nudging,12,5,4,3,5,10,39,有监管/官方目录证据,website; financing; company_site_evidence
亳州融健医疗用品有限公司,,China,CN,,rehabilitation; samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,1,2,康复计划生成、动作/依从性反馈与 care manager copilot,16,5,8,0,3,7,39,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
微医,WeDoctor; 挂号网,China,CN,杭州,internet_healthcare,B,https://www.guahao.com/,https://www.guahao.com/,1,2,医生工作流、病历摘要和临床文档自动化; 在线问诊分诊、问答和医患服务自动化,11,10,3,4,5,6,39,互联网医疗平台有问诊分诊和服务自动化空间; 已有官网/产品页信号,financing; company_site_evidence
思派健康,Medbanks; 思派网络,China,CN,北京,health_management_platform; patient_engagement; pharmacy_ecommerce,B,https://www.medbanks.cn/,https://www.medbanks.cn/,1,2,用药咨询、处方/复购推荐和药事服务自动化; 患者互动、留存和健康行为 nudging,15,6,3,4,5,6,39,已有官网/产品页信号,financing; company_site_evidence
成都尚医信息科技有限公司,尚医科技; R Plus Health; 术康,China,CN,成都,rehabilitation; samd,B,,https://www.prnewswire.com/news-releases/cf-pharmtech-and-chengdu-shangyi-launch-the-home-based-recovery-program-for-discharged-covid-19-patients-and-announce-todays-global-release-of-the-r-plus-health-free-app-301219070.html,1,3,康复计划生成、动作/依从性反馈与 care manager copilot,16,5,7,3,3,5,39,康复产品可用 AI 降低人力交付成本,website; financing; company_site_evidence
深圳市亚辉龙生物科技股份有限公司,,China,CN,深圳,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f59cb8b-b489-41ac-8ddf-c5f2d5198b24,4,4,慢病管理 AI 教练与个性化随访,15,6,4,1,3,10,39,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
深圳市伯劳特生物制品有限公司,,China,CN,深圳,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750016720240529031730243,4,4,慢病管理 AI 教练与个性化随访,15,6,4,1,3,10,39,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
美敦力糖尿病科技（成都）有限公司,,China,CN,成都,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063270020230207115542933,5,5,慢病管理 AI 教练与个性化随访,15,6,4,1,3,10,39,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Current Health,Best Buy Health Current Health,Europe,GB,Edinburgh,remote_patient_monitoring,B,https://currenthealth.com/,https://currenthealth.com/,1,2,远程监测风险分层与异常预警; 医生工作流、病历摘要和临床文档自动化,9,9,4,4,6,6,38,远程监测适合风险分层和异常预警; 已有官网/产品页信号,financing; company_site_evidence
Diagnostic Monitoring Software,,US,US,Stateline,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133014,1,1,远程监测风险分层与异常预警,14,6,5,0,6,7,38,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Hewlett-Packard GmbH,Hewlett-Packard Co.,Europe,DE,Boeblingen,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K991773,3,3,远程监测风险分层与异常预警,11,6,5,1,6,9,38,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Prosomnus Sleep Technologies,,US,US,Pleasanton,remote_patient_monitoring; sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221889,1,1,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,14,6,5,0,6,7,38,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Quinton, Inc.",,US,US,Seattle,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864949,3,3,康复计划生成、动作/依从性反馈与 care manager copilot,13,5,7,1,3,9,38,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
北京新兴阳升科技有限公司,,China,CN,北京,remote_patient_monitoring; sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697568534000720230304082002422,1,1,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,14,6,5,0,6,7,38,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
北京航天卡迪技术开发研究所,,China,CN,北京,remote_patient_monitoring; sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692066571720120251017011019242,1,1,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,14,6,5,0,6,7,38,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
深圳京柏医疗科技股份有限公司,,China,CN,深圳,rehabilitation,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695174055061120260430020307433,3,6,康复计划生成、动作/依从性反馈与 care manager copilot,13,6,4,2,3,10,38,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
深圳市宝润科技有限公司,,China,CN,深圳,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697442622248020260318030714128,8,16,医疗软件智能化和疗效反馈闭环,14,3,5,3,3,10,38,有监管/官方目录证据,website; financing; company_site_evidence
"Medaica, Inc.",,US,US,Henderson,internet_healthcare,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223166,1,1,在线问诊分诊、问答和医患服务自动化,11,10,4,0,5,7,37,互联网医疗平台有问诊分诊和服务自动化空间; 有监管/官方目录证据,website; financing; company_site_evidence
云智康医疗科技（内蒙古）有限公司,,China,CN,,remote_patient_monitoring; sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=13ff18ac57eb4e89a3dee8cc6d094806,1,1,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,14,6,5,0,6,6,37,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
广州视景医疗软件有限公司,,China,CN,广州,digital_therapeutics; samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697104746013020260330021851550,11,11,医疗软件智能化和疗效反馈闭环,14,2,5,3,3,10,37,有监管/官方目录证据,website; financing; company_site_evidence
河南华南医电科技有限公司,,China,CN,,remote_patient_monitoring; sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697456412010520230131012921496,1,1,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,14,6,5,0,6,6,37,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Bio-Rad Laboratories,"BIO-RAD LABORATORIES, INC.",US,US,Irvine,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070546,1,3,慢病管理 AI 教练与个性化随访,12,5,4,3,3,9,36,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
"Canon, Inc.",CANON INC,US,JP,"Ohta-Ku, Tokyo, Japan",samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023124,3,6,医疗软件智能化和疗效反馈闭环,13,1,5,4,3,10,36,有监管/官方目录证据,website; financing; company_site_evidence
Click Therapeutics,,US,US,New York,digital_therapeutics; samd,B,https://clicktherapeutics.com/,https://clicktherapeutics.com/,2,2,医疗软件智能化和疗效反馈闭环,12,0,7,8,3,6,36,已有官网/产品页信号,financing
Lark Health,,US,US,Mountain View,chronic_disease_management,B,https://www.lark.com/,https://www.lark.com/,1,2,慢病管理 AI 教练与个性化随访,12,5,6,4,3,6,36,慢病管理具备个性化随访和 AI 教练空间; 已有官网/产品页信号,financing; company_site_evidence
"Ppg Industries, Inc.",PPG INDUSTRIES INC,US,US,Lenexa,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912627,1,2,远程监测风险分层与异常预警,9,6,5,2,6,8,36,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
深圳麦科田生物医疗技术股份有限公司,,China,CN,深圳,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692680261465520260509060024941,4,8,医疗软件智能化和疗效反馈闭环,14,2,5,2,3,10,36,有监管/官方目录证据,website; financing; company_site_evidence
湖南朗开医疗科技有限公司,,China,CN,,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1697725918018420240314040805176,1,2,远程监测风险分层与异常预警,9,6,8,0,6,7,36,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Infopia Co, Ltd.",,US,US,Fullerton,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132406,2,2,远程监测风险分层与异常预警,10,6,5,0,6,8,35,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Orexo digital therapeutics,Orexo; MODIA; deprexis,Europe,SE,Uppsala,digital_therapeutics,B,https://www.orexo.com/therapeutic-focus/opioid-use-disorder-oud/,https://www.orexo.com/therapeutic-focus/opioid-use-disorder-oud/,2,3,医疗软件智能化和疗效反馈闭环,12,0,4,9,3,7,35,已有官网/产品页信号,financing
武汉市九头鸟医疗仪器开发有限公司,,China,CN,,rehabilitation,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329202720260418110923009,2,4,康复计划生成、动作/依从性反馈与 care manager copilot,12,6,4,1,3,9,35,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
济民健康管理股份有限公司,,China,CN,,health_management_platform,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f088f9d-ff2a-495e-b20b-6004c2213d40,15,15,,9,7,4,3,3,9,35,有监管/官方目录证据,website; financing; company_site_evidence
Abbott Laboratories,ABBOTT LABORATORIES,US,US,Bedford,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,1,2,慢病管理 AI 教练与个性化随访,12,5,4,2,3,8,34,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Entra Health Systems,,US,US,San Diego,internet_healthcare,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132930,1,1,在线问诊分诊、问答和医患服务自动化,11,10,1,0,5,7,34,互联网医疗平台有问诊分诊和服务自动化空间; 有监管/官方目录证据,website; financing; company_site_evidence
Rtx Healthcare A/S,,Europe,DK,Noerresundby,internet_healthcare,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041816,1,1,在线问诊分诊、问答和医患服务自动化,11,10,1,0,5,7,34,互联网医疗平台有问诊分诊和服务自动化空间; 有监管/官方目录证据,website; financing; company_site_evidence
Sidekick Health,,Europe,IS,Reykjavik,chronic_disease_management; digital_therapeutics,B,https://www.sidekickhealth.com/,https://www.sidekickhealth.com/,1,2,慢病管理 AI 教练与个性化随访,12,5,7,4,0,6,34,慢病管理具备个性化随访和 AI 教练空间; 已有官网/产品页信号,financing; company_site_evidence
"Siemens Medical Solutions USA, Inc.",,US,US,Mavern,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032536,4,4,医疗软件智能化和疗效反馈闭环,14,1,5,1,3,10,34,有监管/官方目录证据,website; financing; company_site_evidence
"Sweetspot Diabetes Care, Inc.",,US,US,Portland,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111509,1,1,慢病管理 AI 教练与个性化随访,12,5,7,0,3,7,34,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
"Vignet, Inc.",,US,US,Pleasanton,internet_healthcare,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113446,1,1,在线问诊分诊、问答和医患服务自动化,11,10,1,0,5,7,34,互联网医疗平台有问诊分诊和服务自动化空间; 有监管/官方目录证据,website; financing; company_site_evidence
"Viterion Telehealthcare, LLC",,US,US,Tarrytown,internet_healthcare,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030419,1,1,远程监测风险分层与异常预警; 在线问诊分诊、问答和医患服务自动化,11,10,1,0,5,7,34,互联网医疗平台有问诊分诊和服务自动化空间; 有监管/官方目录证据,website; financing; company_site_evidence
上海微创医疗机器人（集团）股份有限公司,,China,CN,上海,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,1,2,远程监测风险分层与异常预警,9,6,5,0,6,8,34,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
南京普爱医疗设备股份有限公司,,China,CN,,clinical_workflow,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697387682150220260119103155945,1,2,医生工作流、病历摘要和临床文档自动化,14,3,5,0,5,7,34,临床工作流可通过文档/决策辅助提效; 有监管/官方目录证据,website; financing; company_site_evidence
圆心科技,Yuanxin Technology; 圆心医疗,China,CN,北京,health_management_platform; patient_engagement; pharmacy_ecommerce,C,https://www.yuanxin.com/,https://www.yuanxin.com/,1,1,用药咨询、处方/复购推荐和药事服务自动化; 患者互动、留存和健康行为 nudging,15,6,3,4,5,1,34,已有官网/产品页信号,financing; company_site_evidence
安健科技（重庆）有限公司,,China,CN,,clinical_workflow,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=957b2adce4cc4ca29f70ba4d4ff07b57,1,2,医生工作流、病历摘要和临床文档自动化,14,3,5,0,5,7,34,临床工作流可通过文档/决策辅助提效; 有监管/官方目录证据,website; financing; company_site_evidence
深圳市资福医疗技术有限公司,,China,CN,深圳,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697169084049520260414040017392,3,6,医疗软件智能化和疗效反馈闭环,13,1,5,2,3,10,34,有监管/官方目录证据,website; financing; company_site_evidence
维斯安（北京）医疗器械有限公司,,China,CN,北京,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=3adb79ab002c4672af6070c9f3c1cf7b,1,2,远程监测风险分层与异常预警,9,6,5,0,6,8,34,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Arzco Medical Electronics, Inc.",,US,US,Vernon Hills,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904943,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Boston Scientific Cardiac Diagnostic Technologies, Inc.",,US,US,Rochester,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243349,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Cambridge Heart, Inc.",,US,US,South West Ranches,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983102,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Capsule Technologie Sas,,US,US,Andover,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200856,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Cara Care,HiDoc Technologies,Europe,DE,Berlin,chronic_disease_management,B,https://cara.care/,https://cara.care/,1,2,慢病管理 AI 教练与个性化随访,12,5,3,4,3,6,33,慢病管理具备个性化随访和 AI 教练空间; 已有官网/产品页信号,financing; company_site_evidence
Conmedcorp,,US,US,Utica,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963787,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Conphar, Inc.",,US,US,Walker,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813385,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Galix Biomedical Instrumentation, Inc.",,US,US,Miami Beach,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971670,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
