companyName,productName,productType,indicationOrUse,sourceType,regulatoryOrDirectoryId,approvalOrListingDate,status,sourceUrl,categories,evidenceStrength
"Gyrus Acmi, Inc.",DOLPHIN 3 FLUID MANAGEMENT SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K110852; 2011-07-19; product code HIG,openfda_device_510k,K110852,2011-07-19,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K110852,,strong_official_product
"Hammer-Plane, Inc.",NEEDLE SAFETY COVER,digital_health_or_medical_device_software,FDA 510(k) K950098; 1995-08-11; product code CBT,openfda_device_510k,K950098,1995-08-11,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950098,,strong_official_product
"Hangzhou Primecare Medical Co., Ltd.",Prefilled Syringe,digital_health_or_medical_device_software,FDA 510(k) K202698; 2020-12-15; product code EZL,openfda_device_510k,K202698,2020-12-15,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202698,,strong_official_product
"Happiest Baby, Inc.",SNOO Smart Sleeper,digital_health_or_medical_device_software,FDA 510(k) DEN210039; 2023-03-30; product code QTG,openfda_device_510k,DEN210039,2023-03-30,Unknown,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,sleep_health,strong_official_product
Hartalega NGC Sdn. Bhd.,"Nitrile Powder Free Examination Glove with Colloidal Oatmeal USP Skin Protectant - White, Nitrile Powder Free Examination Glove with Colloidal Oatmeal USP Skin Protectant - Dawn Blue, Nitrile Powder Free Examination Glove with Colloidal Oatmeal USP Skin Protectant - Dark Blue (DKBU), Nitrile Powder Free Examination Glove with Colloidal Oatmeal USP Skin Protectant - Dark Violet Blue (DVBU)",digital_health_or_medical_device_software,FDA 510(k) K150110; 2015-04-23; product code LZA,openfda_device_510k,K150110,2015-04-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K150110,,strong_official_product
Headspace Health,Headspace mental health platform,digital_health_or_medical_device_software,知名数字心理健康公司,round2_seed,,,,https://organizations.headspace.com/,internet_healthcare; mental_health,seed_only
Headspace Health,Headspace mental health platform,digital_health_or_medical_device_software,End-to-End Mental Health Care for Organizations | Headspace,round2_company_site,,,,https://organizations.headspace.com/,internet_healthcare; mental_health,strong_company_site
"Healthdirections, Inc.",HP-1 (HEALTHPAX),digital_health_or_medical_device_software,FDA 510(k) K883812; 1988-11-28; product code QJQ,openfda_device_510k,K883812,1988-11-28,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K883812,,strong_official_product
"Heartlab, Inc.",DICOMVIEW,digital_health_or_medical_device_software,FDA 510(k) K954479; 1996-02-21; product code LMD,openfda_device_510k,K954479,1996-02-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954479,,strong_official_product
"Hebei Handform Plastic Products Co., Ltd.","POWDERED VINYL PATIENT EXAMINATION GLOVES, CLEAR (NON-COLORED)",digital_health_or_medical_device_software,FDA 510(k) K082691; 2009-02-04; product code LYZ,openfda_device_510k,K082691,2009-02-04,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082691,,strong_official_product
HelloBetter,HelloBetter,digital_therapeutics_or_dtx,德国 DiGA/心理数字疗法公司,round2_seed,,,,https://hellobetter.de/,digital_therapeutics; mental_health,seed_only
Hemedex Incorporated,"QFLOW 500 TITANIUM BOLT, QUAD LUMEN BOLT KIT",digital_health_or_medical_device_software,FDA 510(k) K141869; 2014-10-10; product code GWM,openfda_device_510k,K141869,2014-10-10,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141869,,strong_official_product
Hewlett-Packard Co.,CARDIAC MONITOR - RATE ALARM,remote_patient_monitoring,FDA 510(k) K820825; 1982-04-15; product code DRT,openfda_device_510k,K820825,1982-04-15,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820825,remote_patient_monitoring,strong_official_product
Hewlett-Packard Co.,CARDIAC OUTPUT MODULE-78231C,remote_patient_monitoring,FDA 510(k) K772234; 1978-01-05; product code DSK,openfda_device_510k,K772234,1978-01-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K772234,remote_patient_monitoring,strong_official_product
Hewlett-Packard GmbH,"HP VIRIDIA COMPONENT MONITORING SYSTEM, HP VIRIDIA CMS 24/26, HP VIRIDIA MULTI-MEASUREMENT SERVER AND COMPACT PORTABLE P",remote_patient_monitoring,FDA 510(k) K991773; 1999-06-07; product code DSI,openfda_device_510k,K991773,1999-06-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K991773,remote_patient_monitoring,strong_official_product
"Hill-Rom, Inc.",CRITICAL CARE HOSPITAL BED (ICU/CCU),digital_health_or_medical_device_software,FDA 510(k) K915437; 1992-06-11; product code FNL,openfda_device_510k,K915437,1992-06-11,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K915437,,strong_official_product
"Hill-Rom, Inc.","DYNAMICAIRE(TM) SLEEP SURFACE, ZONEAIR(TM) SLEEP SURFACE",digital_health_or_medical_device_software,FDA 510(k) K945729; 1995-02-27; product code IOQ,openfda_device_510k,K945729,1995-02-27,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945729,sleep_health,strong_official_product
Hinge Health,Hinge Health,digital_health_or_medical_device_software,知名数字肌骨康复公司,round2_seed,,,,https://www.hingehealth.com/,internet_healthcare; rehabilitation,seed_only
Hinge Health,Hinge Health,digital_health_or_medical_device_software,Virtual Physical Therapy and More: Personalized Pain Care; The #1 clinic for joint & muscle pain. Join today and take control of your pain with access to our personalized virtual physical therapy program,round2_company_site,,,,https://www.hingehealth.com/,internet_healthcare; rehabilitation,strong_company_site
"Hitachi Aloka Medical,Ltd. (Hitachi Aloka Medical",PROUSOUND ALPHA 7 VER. 6.0 DIAGNOSTIC ULTRASOUND SYSTEM MODEL: PROSOUND ALPHA 7 VER. 6.0,digital_health_or_medical_device_software,FDA 510(k) K122537; 2013-04-12; product code IYN,openfda_device_510k,K122537,2013-04-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K122537,,strong_official_product
Hospal Medical Corp.,"NEBULIZER, MOLEL 503, PART #17068",digital_health_or_medical_device_software,FDA 510(k) K771105; 1977-07-05; product code CAF,openfda_device_510k,K771105,1977-07-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771105,,strong_official_product
"Huntleigh Healthcare, Inc.",BABY DOPPLEX (3000),digital_health_or_medical_device_software,FDA 510(k) K963711; 1997-09-12; product code HGM,openfda_device_510k,K963711,1997-09-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963711,,strong_official_product
Huntsville Rehabilitation Foundation,"GOWN, OPERATING SURGICAL",digital_health_or_medical_device_software,FDA 510(k) K911568; 1991-04-22; product code FYA,openfda_device_510k,K911568,1991-04-22,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K911568,,strong_official_product
"Hyland Therapeutic Div., Travenol Laboratories",HAEMOPHILUS INFLUENZAE TYPE B ANTISERUM,digital_health_or_medical_device_software,FDA 510(k) K820192; 1982-03-11; product code GRP,openfda_device_510k,K820192,1982-03-11,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820192,,strong_official_product
"Hypoguard USA, Inc.","GLUCOBALANCE DATA MANAGEMENT SOFTWARE, MODEL 555020",samd_or_medical_software,FDA 510(k) K022545; 2002-10-11; product code NBW,openfda_device_510k,K022545,2002-10-11,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022545,samd,strong_official_product
"I-Rep, Inc.",PHYSICAL MEDICINE & REHABILITATION EQUIP,digital_health_or_medical_device_software,FDA 510(k) K822906; 1982-10-15; product code ION,openfda_device_510k,K822906,1982-10-15,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,rehabilitation,strong_official_product
"I-Sens, Inc.",Assure Prism multi Blood Glucose Monitoring System,remote_patient_monitoring,FDA 510(k) K151164; 2015-08-07; product code NBW,openfda_device_510k,K151164,2015-08-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151164,remote_patient_monitoring,strong_official_product
I3 Membrane GmbH,i3 ONE (203100-S);i3 TWO connect (203200-S);i3 TWO direct (203300-S),digital_health_or_medical_device_software,FDA 510(k) K222727; 2023-06-02; product code NHV,openfda_device_510k,K222727,2023-06-02,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K222727,,strong_official_product
"Image-Guided Neurologics, Inc.","REMOTE INTRODUCER, MODEL PI-1000",digital_health_or_medical_device_software,FDA 510(k) K990907; 1999-08-12; product code HAW,openfda_device_510k,K990907,1999-08-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990907,,strong_official_product
"Imagexray, LLC",VFSS Pro Mobile Digital Imaging System,digital_health_or_medical_device_software,FDA 510(k) K212523; 2021-11-05; product code OWB,openfda_device_510k,K212523,2021-11-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212523,,strong_official_product
"Imatron, Inc.",C-IOO MOBILE CINE CT UNIT,digital_health_or_medical_device_software,FDA 510(k) K864046; 1986-11-10; product code JAK,openfda_device_510k,K864046,1986-11-10,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864046,,strong_official_product
"Imd, Inc.",PROPHY CARE PASTE,digital_health_or_medical_device_software,FDA 510(k) K863133; 1986-09-25; product code EJR,openfda_device_510k,K863133,1986-09-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K863133,,strong_official_product
"Impact Applications, Inc.",ImPACT,digital_health_or_medical_device_software,FDA 510(k) K181223; 2018-10-20; product code POM,openfda_device_510k,K181223,2018-10-20,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181223,,strong_official_product
"Impact Applications, Inc.",ImPACT,digital_health_or_medical_device_software,FDA 510(k) K170209; 2017-02-23; product code POM,openfda_device_510k,K170209,2017-02-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K170209,,strong_official_product
"Impact Applications, Inc.",ImPACT Computerized Neurocognitive Concussion Management Aid,digital_health_or_medical_device_software,FDA 510(k) DEN150037; 2016-08-22; product code POM,openfda_device_510k,DEN150037,2016-08-22,Unknown,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN150037,mental_health,strong_official_product
"Impact Applications, Inc.",ImPACT Quick Test,digital_health_or_medical_device_software,FDA 510(k) K170551; 2017-06-21; product code POM,openfda_device_510k,K170551,2017-06-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K170551,,strong_official_product
"Impact Applications, Inc.",ImPACT Version 4,digital_health_or_medical_device_software,FDA 510(k) K231688; 2023-09-16; product code POM,openfda_device_510k,K231688,2023-09-16,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231688,,strong_official_product
"Impact Applications, Inc.",ImPACT Version 4,digital_health_or_medical_device_software,FDA 510(k) K202485; 2020-12-25; product code POM,openfda_device_510k,K202485,2020-12-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202485,,strong_official_product
Implant Management of America,VARIOUS DENTAL IMPLANTS WITH COVER SCREWS,digital_health_or_medical_device_software,FDA 510(k) K961861; 1996-08-22; product code DZE,openfda_device_510k,K961861,1996-08-22,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K961861,,strong_official_product
"Implantech Associates, Inc.",IMPLATECH RP MEDICAL GRADE SILICONE GEL SHEETING,digital_health_or_medical_device_software,FDA 510(k) K964846; 1997-02-12; product code MDA,openfda_device_510k,K964846,1997-02-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964846,,strong_official_product
"In Light Wellness Systems, Inc.",Elysiom Polychromatic LED Light Therapy (PLLT) System (Elysiom),digital_health_or_medical_device_software,FDA 510(k) K153389; 2016-03-30; product code ILY,openfda_device_510k,K153389,2016-03-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153389,,strong_official_product
"Indiba USA, Inc.",Indiba Diathermia Radiofrequency Device - Activ; Indiba Diathermia Radiofrequency Device - Deep Care,digital_health_or_medical_device_software,FDA 510(k) K161458; 2016-10-03; product code PBX,openfda_device_510k,K161458,2016-10-03,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K161458,,strong_official_product
Infermedica,Infermedica,digital_health_or_medical_device_software,欧洲症状评估/分诊平台,round2_seed,,,,https://infermedica.com/,,seed_only
Infermedica,Infermedica,digital_health_or_medical_device_software,"Infermedica&#x27;s clinical AI triage for accurate patient care navigation; Clinical AI triage that guides patients to the right care via chat, voice, or call center. Built by clinicians trusted by patients.",round2_company_site,,,,https://infermedica.com/,clinical_workflow,strong_company_site
"Influence, Inc.",SLEEP-IN BONE SCREW SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K972023; 1997-08-25; product code LRK,openfda_device_510k,K972023,1997-08-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,sleep_health,strong_official_product
"Infobionic, Inc.",MoMe Software Platform,samd_or_medical_software,FDA 510(k) K152491; 2015-12-17; product code DSI,openfda_device_510k,K152491,2015-12-17,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K152491,samd,strong_official_product
"Infopia Co, Ltd.",ELEMENTV BLOOD GLUCOSE MONITORING SYSTEM,remote_patient_monitoring,FDA 510(k) K132406; 2014-04-18; product code NBW,openfda_device_510k,K132406,2014-04-18,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132406,remote_patient_monitoring,strong_official_product
"Infopia Co, Ltd.","GLUNEO LITE GLUCOSE MONITORING SYSTEM, GLUNEO LITE PROFESSIONAL BLOOD GLUCOSE MONITORING SYSTEM",remote_patient_monitoring,FDA 510(k) K132966; 2013-12-05; product code NBW,openfda_device_510k,K132966,2013-12-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132966,remote_patient_monitoring,strong_official_product
"Inner Mongolia Boming Medical Supplies Co., Ltd.",Disposable Nitrile Examination Glove,digital_health_or_medical_device_software,FDA 510(k) K212467; 2021-11-04; product code LZA,openfda_device_510k,K212467,2021-11-04,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212467,,strong_official_product
"Innovative Neurological Devices, LLC",Cervella,digital_health_or_medical_device_software,FDA 510(k) K182311; 2019-03-07; product code QJQ,openfda_device_510k,K182311,2019-03-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K182311,,strong_official_product
Instrumentation Laboratory CO,CARDIAC OUTPUT COMPUTER MODEL 701,remote_patient_monitoring,FDA 510(k) K771977; 1978-01-03; product code DSK,openfda_device_510k,K771977,1978-01-03,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771977,remote_patient_monitoring,strong_official_product
Insulet Corporation,"Omnipod® Insulin Management System, Omnipod DASH® Insulin Management System",digital_health_or_medical_device_software,FDA 510(k) K211575; 2021-08-13; product code LZG,openfda_device_510k,K211575,2021-08-13,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211575,,strong_official_product
"Intec Medical, Inc.",GIANT LUMEN SAFETIP SERIES: ENDOMYOCARDIAL BIOPSY,digital_health_or_medical_device_software,FDA 510(k) K903840; 1990-10-16; product code DYB,openfda_device_510k,K903840,1990-10-16,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K903840,,strong_official_product
Integra Neurosciences,"CAMINO SINGLE PARAMETER MONITOR, MODEL SPM-1",digital_health_or_medical_device_software,FDA 510(k) K031086; 2003-05-14; product code GWM,openfda_device_510k,K031086,2003-05-14,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031086,,strong_official_product
"Intelligent Retinal Imaging Systems, LLC",IRIS INTELLIGENT RETINAL IMAGING SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K141922; 2015-02-27; product code NFJ,openfda_device_510k,K141922,2015-02-27,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141922,,strong_official_product
Intelligent Ultrasound Limited,ScanNav Anatomy Peripheral Nerve Block,digital_health_or_medical_device_software,FDA 510(k) DEN220024; 2022-10-18; product code QRG,openfda_device_510k,DEN220024,2022-10-18,Unknown,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN220024,,strong_official_product
Interventional Therapeutics Corp.,INTHERM STASIS VALVE SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K931025; 1993-09-28; product code FGE,openfda_device_510k,K931025,1993-09-28,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931025,,strong_official_product
"Intra Luminal Therapeutics, Inc.",MODIFICATION TO SAFE-CROSS RADIO FREQUENCY TOTAL OCCLUSION CROSSING SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K041973; 2004-08-16; product code DQX,openfda_device_510k,K041973,2004-08-16,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041973,,strong_official_product
"Ischemaview, Inc.",Rapid ASPECTS (v3),digital_health_or_medical_device_software,FDA 510(k) K232156; 2024-01-19; product code POK,openfda_device_510k,K232156,2024-01-19,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232156,,strong_official_product
"Ischemaview, Inc.",Rapid ICH,digital_health_or_medical_device_software,FDA 510(k) K221456; 2022-09-12; product code QAS,openfda_device_510k,K221456,2022-09-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221456,,strong_official_product
Jelco Laboratories,"TRAY, ARTERIAL BLOOD GAS SAMPLING",digital_health_or_medical_device_software,FDA 510(k) K781857; 1978-12-11; product code CBT,openfda_device_510k,K781857,1978-12-11,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K781857,,strong_official_product
"Jintronix, Inc.",Jintronix,digital_health_or_medical_device_software,FDA 510(k) K143034; 2015-04-22; product code LXJ,openfda_device_510k,K143034,2015-04-22,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K143034,,strong_official_product
"Jintronix, Inc.",JINTRONIX REHABILITATION SYSTEM (JRS),digital_health_or_medical_device_software,FDA 510(k) K130847; 2014-02-28; product code LXJ,openfda_device_510k,K130847,2014-02-28,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130847,rehabilitation,strong_official_product
"Johari Digital Healthcare , Ltd.","CRANIAL ELECTRICAL NERVE STIMULATOR, MODEL FM 10/C",digital_health_or_medical_device_software,FDA 510(k) K090052; 2009-05-29; product code QJQ,openfda_device_510k,K090052,2009-05-29,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090052,,strong_official_product
Julie Alliance,QUICKRAY DSX 730,digital_health_or_medical_device_software,FDA 510(k) K990002; 1999-04-01; product code MUH,openfda_device_510k,K990002,1999-04-01,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990002,,strong_official_product
Kaia Health,Kaia Health,digital_health_or_medical_device_software,数字肌骨/康复公司,round2_seed,,,,https://www.kaiahealth.com/,rehabilitation,seed_only
Kaia Health,Kaia Health,digital_health_or_medical_device_software,Digital-First Care for Musculoskeletal Pain | Kaia Health; Access pain relief in the palm of your hand with Kaia Health.,round2_company_site,,,,https://kaiahealth.com/,rehabilitation,strong_company_site
"Kalaco Scientific, Inc.","TRANSCRANIAL ELECTROTHERAPY STIMULATOR-A, MODEL TESA-1",digital_health_or_medical_device_software,FDA 510(k) K024377; 2003-07-21; product code QJQ,openfda_device_510k,K024377,2003-07-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K024377,,strong_official_product
"Katecho, Inc.",K-DISPERSE,digital_health_or_medical_device_software,FDA 510(k) K921679; 1992-10-06; product code GZJ,openfda_device_510k,K921679,1992-10-06,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K921679,,strong_official_product
"Kci USA, Inc.",PREVENA RESTOR(TM) Incision Management System,digital_health_or_medical_device_software,FDA 510(k) K181507; 2019-02-15; product code OMP,openfda_device_510k,K181507,2019-02-15,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181507,,strong_official_product
"Kenwell International , Ltd.",LATEX PATIENT EXAMINATION GLOVES,digital_health_or_medical_device_software,FDA 510(k) K900811; 1990-03-09; product code LYY,openfda_device_510k,K900811,1990-03-09,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K900811,,strong_official_product
Kimberly-Clark Corp.,KIMBERLY-CLARK STERLING NITRILE POWDER-FREE EXAM GLOVE (STERILE),digital_health_or_medical_device_software,FDA 510(k) K081027; 2008-06-30; product code LZA,openfda_device_510k,K081027,2008-06-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081027,,strong_official_product
"Kinetic Rehabilitation Instruments, Inc.",HELPING HAND,digital_health_or_medical_device_software,FDA 510(k) K954427; 1996-09-16; product code ITI,openfda_device_510k,K954427,1996-09-16,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954427,,strong_official_product
Kjaerulff Rehabilitation A/S,COMBI SELF PROPELLED SHOWER COMMODE,digital_health_or_medical_device_software,FDA 510(k) K040677; 2004-05-20; product code IOR,openfda_device_510k,K040677,2004-05-20,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K040677,,strong_official_product
"Knowell Therapeutic Technologies,Inc.",POLYURETHANE SOLUTION 29% W/W,digital_health_or_medical_device_software,FDA 510(k) K944934; 1994-12-09; product code LBH,openfda_device_510k,K944934,1994-12-09,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K944934,,strong_official_product
"Kone Instruments, Inc.",CENTRAL STATION 590,digital_health_or_medical_device_software,FDA 510(k) K830432; 1983-03-24; product code DRT,openfda_device_510k,K830432,1983-03-24,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830432,,strong_official_product
"Konica Minolta Medical & Graphic, Inc.","DIRECT DIGITIZER, REGIUS MODEL 190",digital_health_or_medical_device_software,FDA 510(k) K042386; 2004-12-15; product code MQB,openfda_device_510k,K042386,2004-12-15,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042386,,strong_official_product
Kronner Medical,BLOOD GAS SAFETY SYRINGE,digital_health_or_medical_device_software,FDA 510(k) K895171; 1989-11-07; product code CBT,openfda_device_510k,K895171,1989-11-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K895171,,strong_official_product
Kry/Livi,Livi,digital_health_or_medical_device_software,欧洲在线问诊平台,round2_seed,,,,https://www.livi.co.uk/,internet_healthcare; online_consultation,seed_only
Kry/Livi,Livi,digital_health_or_medical_device_software,Livi | Building better healthcare for everyone; Livi is Europe’s leading digital healthcare provider. We combine digital technology with clinical expertise to help NHS services and health insurers solve the biggest challenges in healthcare.,round2_company_site,,,,https://www.livi.co.uk/,internet_healthcare,strong_company_site
"Kub Technologies, Inc.",DIGIVIEW 250,digital_health_or_medical_device_software,FDA 510(k) K103348; 2011-10-20; product code MQB,openfda_device_510k,K103348,2011-10-20,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103348,,strong_official_product
"Kung-Ho International, Inc.",HEALTH-UP,digital_health_or_medical_device_software,FDA 510(k) K840040; 1984-02-10; product code GZJ,openfda_device_510k,K840040,1984-02-10,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K840040,,strong_official_product
"Lake Medical Products, Inc.",CORD-ASSURE UMBILICAL BLOOD GAS KIT,digital_health_or_medical_device_software,FDA 510(k) K872244; 1987-07-21; product code CBT,openfda_device_510k,K872244,1987-07-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K872244,,strong_official_product
Lakeview Sleep Center,NASAL COMFORT FREEDOM,digital_health_or_medical_device_software,FDA 510(k) K130686; 2013-10-16; product code BZD,openfda_device_510k,K130686,2013-10-16,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130686,,strong_official_product
Laralab GmbH,LARALAB,digital_health_or_medical_device_software,FDA 510(k) K242500; 2025-04-16; product code QIH,openfda_device_510k,K242500,2025-04-16,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K242500,,strong_official_product
