companyName,productName,region,country,city,tier,categories,sourceType,sourceQuery,sourceUrl,capturedAt,evidenceSummary,confidence,privacyFlag,evidenceStrength,discoveryRound,seeded
,Point-of-care creatinine devices to assess kidney function before CT imaging with intravenous contrast (HTG530),Europe,GB,,A,,nice_digital_health,HTG530,https://www.nice.org.uk/guidance/htg530,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 13 November 2019; published 2019-11-13,0.72,product_directory_public,strong_official_product,round1,no
,Rapid tests for group A streptococcal infections in people with a sore throat (HTG531),Europe,GB,,A,,nice_digital_health,HTG531,https://www.nice.org.uk/guidance/htg531,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 13 November 2019; published 2019-11-13,0.72,product_directory_public,strong_official_product,round1,no
,Therapeutic monitoring of TNF-alpha inhibitors in rheumatoid arthritis (HTG521),Europe,GB,,A,remote_patient_monitoring,nice_digital_health,HTG521,https://www.nice.org.uk/guidance/htg521,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 10 July 2019; published 2019-07-10,0.72,product_directory_public,strong_official_product,round1,no
,Lead-I ECG devices for detecting symptomatic atrial fibrillation using single time point testing in primary care (HTG508),Europe,GB,,A,remote_patient_monitoring,nice_digital_health,HTG508,https://www.nice.org.uk/guidance/htg508,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 8 May 2019; published 2019-05-08,0.72,product_directory_public,strong_official_product,round1,no
,Biomarker tests to help diagnose preterm labour in women with intact membranes (HTG476),Europe,GB,,A,,nice_digital_health,HTG476,https://www.nice.org.uk/guidance/htg476,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 4 July 2018; published 2018-07-04,0.72,product_directory_public,strong_official_product,round1,no
,Adjunctive colposcopy technologies for assessing suspected cervical abnormalities: the DYSIS colposcope with DYSISmap and the ZedScan I (HTG467),Europe,GB,,A,,nice_digital_health,HTG467,https://www.nice.org.uk/guidance/htg467,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 25 April 2018; published 2018-04-25,0.72,product_directory_public,strong_official_product,round1,no
,Atrial fibrillation and heart valve disease: self-monitoring coagulation status using point-of-care coagulometers (the CoaguChek XS system) (HTG353),Europe,GB,,A,remote_patient_monitoring,nice_digital_health,HTG353,https://www.nice.org.uk/guidance/htg353,2026-05-14,Product type: Guidance Programme: HealthTech guidance Last updated : 19 December 2017 Published : 24 September 2014; published 2014-09-24,0.72,product_directory_public,strong_official_product,round1,no
,Tests in secondary care to identify people at high risk of ovarian cancer (HTG453),Europe,GB,,A,,nice_digital_health,HTG453,https://www.nice.org.uk/guidance/htg453,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 15 November 2017; published 2017-11-15,0.72,product_directory_public,strong_official_product,round1,no
,"New generation cardiac CT scanners (Aquilion ONE, Brilliance iCT, Discovery CT750 HD and Somatom Definition Flash) for cardiac imaging in people with suspected or known coronary artery disease in whom imaging is difficult with earlier generation CT scanners (HTG281)",Europe,GB,,A,remote_patient_monitoring,nice_digital_health,HTG281,https://www.nice.org.uk/guidance/htg281,2026-05-14,Product type: Guidance Programme: HealthTech guidance Last updated : 6 July 2017 Published : 25 January 2012; published 2012-01-25,0.72,product_directory_public,strong_official_product,round1,no
,Multiple frequency bioimpedance devices to guide fluid management in people with chronic kidney disease having dialysis (HTG441),Europe,GB,,A,chronic_disease_management,nice_digital_health,HTG441,https://www.nice.org.uk/guidance/htg441,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 21 June 2017; published 2017-06-21,0.72,product_directory_public,strong_official_product,round1,no
,Virtual chromoendoscopy to assess colorectal polyps during colonoscopy (HTG438),Europe,GB,,A,,nice_digital_health,HTG438,https://www.nice.org.uk/guidance/htg438,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 10 May 2017; published 2017-05-10,0.72,product_directory_public,strong_official_product,round1,no
,Molecular testing strategies for Lynch syndrome in people with colorectal cancer (HTG430),Europe,GB,,A,,nice_digital_health,HTG430,https://www.nice.org.uk/guidance/htg430,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 22 February 2017; published 2017-02-22,0.72,product_directory_public,strong_official_product,round1,no
,High-throughput non-invasive prenatal testing for fetal RHD genotype (HTG420),Europe,GB,,A,,nice_digital_health,HTG420,https://www.nice.org.uk/guidance/htg420,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 9 November 2016; published 2016-11-09,0.72,product_directory_public,strong_official_product,round1,no
,ImmunoCAP ISAC 112 for multiplex allergen testing (HTG413),Europe,GB,,A,,nice_digital_health,HTG413,https://www.nice.org.uk/guidance/htg413,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 18 May 2016; published 2016-05-18,0.72,product_directory_public,strong_official_product,round1,no
,VivaScope 1500 and 3000 imaging systems for detecting skin cancer lesions (HTG388),Europe,GB,,A,,nice_digital_health,HTG388,https://www.nice.org.uk/guidance/htg388,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 11 November 2015; published 2015-11-11,0.72,product_directory_public,strong_official_product,round1,no
,"Procalcitonin testing for diagnosing and monitoring sepsis (ADVIA Centaur BRAHMS PCT assay, BRAHMS PCT Sensitive Kryptor assay, Elecsys BRAHMS PCT assay, LIAISON BRAHMS PCT assay and VIDAS BRAHMS PCT assay) (HTG386)",Europe,GB,,A,remote_patient_monitoring,nice_digital_health,HTG386,https://www.nice.org.uk/guidance/htg386,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 7 October 2015; published 2015-10-07,0.72,product_directory_public,strong_official_product,round1,no
,Fluorouracil chemotherapy: The My5‑FU assay for guiding dose adjustment (HTG360),Europe,GB,,A,,nice_digital_health,HTG360,https://www.nice.org.uk/guidance/htg360,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 10 December 2014; published 2014-12-10,0.72,product_directory_public,strong_official_product,round1,no
,"Detecting, managing and monitoring haemostasis: viscoelastometric point‑of‑care testing (ROTEM, TEG and Sonoclot systems) (HTG348)",Europe,GB,,A,remote_patient_monitoring,nice_digital_health,HTG348,https://www.nice.org.uk/guidance/htg348,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 20 August 2014; published 2014-08-20,0.72,product_directory_public,strong_official_product,round1,no
,EGFR‑TK mutation testing in adults with locally advanced or metastatic non-small-cell lung cancer (HTG316),Europe,GB,,A,,nice_digital_health,HTG316,https://www.nice.org.uk/guidance/htg316,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 14 August 2013; published 2013-08-14,0.72,product_directory_public,strong_official_product,round1,no
,Intraoperative tests (RD‑100i OSNA system and Metasin test) for detecting sentinel lymph node metastases in breast cancer (HTG315),Europe,GB,,A,,nice_digital_health,HTG315,https://www.nice.org.uk/guidance/htg315,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 7 August 2013; published 2013-08-07,0.72,product_directory_public,strong_official_product,round1,no
,"Depth of anaesthesia monitors – Bispectral Index (BIS), E-Entropy and Narcotrend-Compact M (HTG292)",Europe,GB,,A,,nice_digital_health,HTG292,https://www.nice.org.uk/guidance/htg292,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 21 November 2012; published 2012-11-21,0.72,product_directory_public,strong_official_product,round1,no
,The EOS 2D/3D imaging system (HTG274),Europe,GB,,A,,nice_digital_health,HTG274,https://www.nice.org.uk/guidance/htg274,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 26 October 2011; published 2011-10-26,0.72,product_directory_public,strong_official_product,round1,no
,Computed tomographic colonography (virtual colonoscopy) (HTG78),Europe,GB,,A,,nice_digital_health,HTG78,https://www.nice.org.uk/guidance/htg78,2026-05-14,Product type: Guidance Programme: HealthTech guidance Published : 22 June 2005; published 2005-06-22,0.72,product_directory_public,strong_official_product,round1,no
,Acute respiratory infection in over 16s: initial assessment and management including virtual wards (hospital at home) (QS210),Europe,GB,,A,,nice_digital_health,QS210,https://www.nice.org.uk/guidance/qs210,2026-05-14,Product type: Quality standard Published : 31 October 2023; published 2023-10-31,0.72,product_directory_public,strong_official_product,round1,no
Akili,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/akili-interactive/,2026-05-14,DTA member slug akili-interactive,0.62,company_directory_public,medium_news,round1,no
AmpHealth,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/amp-health/,2026-05-14,DTA member slug amp-health,0.62,company_directory_public,medium_news,round1,no
ANDHealthLogo Green transparent,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/andhealth/,2026-05-14,DTA member slug andhealth,0.62,company_directory_public,medium_news,round1,no
Logo APACMed,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/apacmed/,2026-05-14,DTA member slug apacmed,0.62,company_directory_public,medium_news,round1,no
AP,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/arnold-porter/,2026-05-14,DTA member slug arnold-porter,0.62,company_directory_public,medium_news,round1,no
Rx,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/astellas/,2026-05-14,DTA member slug astellas,0.62,company_directory_public,medium_news,round1,no
AZ,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/astrazeneca/,2026-05-14,DTA member slug astrazeneca,0.62,company_directory_public,medium_news,round1,no
image001,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/axena/,2026-05-14,DTA member slug axena,0.62,company_directory_public,medium_news,round1,no
Big Health,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/big-health/,2026-05-14,DTA member slug big-health,0.62,company_directory_public,medium_news,round1,no
Brown,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/carney-institute-for-brain-science/,2026-05-14,DTA member slug carney-institute-for-brain-science,0.62,company_directory_public,medium_news,round1,no
CaryHealth,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/caryhealth/,2026-05-14,DTA member slug caryhealth,0.62,company_directory_public,medium_news,round1,no
C4TBH,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/center-for-technology-and-behavioral-health-at-dartmouth/,2026-05-14,DTA member slug center-for-technology-and-behavioral-health-at-dartmouth,0.62,company_directory_public,medium_news,round1,no
logo,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/chinese-academy-of-medical-sciences-peking-union-medical-college/,2026-05-14,DTA member slug chinese-academy-of-medical-sciences-peking-union-medical-college,0.62,company_directory_public,medium_news,round1,no
Logo Chugai,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/chugai-pharma-europe/,2026-05-14,DTA member slug chugai-pharma-europe,0.62,company_directory_public,medium_news,round1,no
CVHP,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/clearview/,2026-05-14,DTA member slug clearview,0.62,company_directory_public,medium_news,round1,no
Logo Click Therapeutics,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/clicktherapeutics/,2026-05-14,DTA member slug clicktherapeutics,0.62,company_directory_public,medium_news,round1,no
full gardient dark text@2x,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/cognito/,2026-05-14,DTA member slug cognito,0.62,company_directory_public,medium_news,round1,no
image001,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/continuous-precision-medicine/,2026-05-14,DTA member slug continuous-precision-medicine,0.62,company_directory_public,medium_news,round1,no
Curavit horizontal,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/curavit/,2026-05-14,DTA member slug curavit,0.62,company_directory_public,medium_news,round1,no
NEW,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/dariohealth-corp/,2026-05-14,DTA member slug dariohealth-corp,0.62,company_directory_public,medium_news,round1,no
TheDedhamGroup FinalLogo,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/dedham-group/,2026-05-14,DTA member slug dedham-group,0.62,company_directory_public,medium_news,round1,no
DeepWell Gradient Stacked,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/deepwell-dtx/,2026-05-14,DTA member slug deepwell-dtx,0.62,company_directory_public,medium_news,round1,no
Original on Transparent,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/dtxcc/,2026-05-14,DTA member slug dtxcc,0.62,company_directory_public,medium_news,round1,no
Logo,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/duplocloud/,2026-05-14,DTA member slug duplocloud,0.62,company_directory_public,medium_news,round1,no
Logo EverEx,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/everex/,2026-05-14,DTA member slug everex,0.62,company_directory_public,medium_news,round1,no
logo eversana,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/eversana/,2026-05-14,DTA member slug eversana,0.62,company_directory_public,medium_news,round1,no
Logo with Eve,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/evidation/,2026-05-14,DTA member slug evidation,0.62,company_directory_public,medium_news,round1,no
Floreo,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/floreo/,2026-05-14,DTA member slug floreo,0.62,company_directory_public,medium_news,round1,no
France Biotech,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/france-biotech/,2026-05-14,DTA member slug france-biotech,0.62,company_directory_public,medium_news,round1,no
Freespira Flag,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/freespira-inc/,2026-05-14,DTA member slug freespira-inc,0.62,company_directory_public,medium_news,round1,no
SVDGV,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/germandigitalhealthcareassociation/,2026-05-14,DTA member slug germandigitalhealthcareassociation,0.62,company_directory_public,medium_news,round1,no
GlobalMD,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/globalmd/,2026-05-14,DTA member slug globalmd,0.62,company_directory_public,medium_news,round1,no
HelloBetter NoPadding,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/hellobetter/,2026-05-14,DTA member slug hellobetter,0.62,company_directory_public,medium_news,round1,no
BG remover,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/idea-pharma/,2026-05-14,DTA member slug idea-pharma,0.62,company_directory_public,medium_news,round1,no
top img01 removebg preview e1729534734852,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/japan-digital-health-alliance-jadha/,2026-05-14,DTA member slug japan-digital-health-alliance-jadha,0.62,company_directory_public,medium_news,round1,no
jogo,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/jogo/,2026-05-14,DTA member slug jogo,0.62,company_directory_public,medium_news,round1,no
Lindus Health,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/lindus-health/,2026-05-14,DTA member slug lindus-health,0.62,company_directory_public,medium_news,round1,no
MDERX,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/mdrex/,2026-05-14,DTA member slug mdrex,0.62,company_directory_public,medium_news,round1,no
medrhythms,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/medrhythms/,2026-05-14,DTA member slug medrhythms,0.62,company_directory_public,medium_news,round1,no
Medscape Education,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/medscape/,2026-05-14,DTA member slug medscape,0.62,company_directory_public,medium_news,round1,no
Mindset Health,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/mindset-health/,2026-05-14,DTA member slug mindset-health,0.62,company_directory_public,medium_news,round1,no
mintz vert,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/mintz/,2026-05-14,DTA member slug mintz,0.62,company_directory_public,medium_news,round1,no
Stacked,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/nixon-law/,2026-05-14,DTA member slug nixon-law,0.62,company_directory_public,medium_news,round1,no
Nox Health,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/nox-health/,2026-05-14,DTA member slug nox-health,0.62,company_directory_public,medium_news,round1,no
OPH,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/otsuka-precision-health/,2026-05-14,DTA member slug otsuka-precision-health,0.62,company_directory_public,medium_news,round1,no
PatientPoint Stack,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/patient-point/,2026-05-14,DTA member slug patient-point,0.62,company_directory_public,medium_news,round1,no
perfood,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/perfood/,2026-05-14,DTA member slug perfood,0.62,company_directory_public,medium_news,round1,no
Pfizer,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/pfizer/,2026-05-14,DTA member slug pfizer,0.62,company_directory_public,medium_news,round1,no
PQH,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/platform-q-health/,2026-05-14,DTA member slug platform-q-health,0.62,company_directory_public,medium_news,round1,no
PropellerHealth,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/propeller-health/,2026-05-14,DTA member slug propeller-health,0.62,company_directory_public,medium_news,round1,no
radian,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/radian/,2026-05-14,DTA member slug radian,0.62,company_directory_public,medium_news,round1,no
Remepy,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/remepy/,2026-05-14,DTA member slug remepy,0.62,company_directory_public,medium_news,round1,no
220110 SANOFI,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/sanofi-2/,2026-05-14,DTA member slug sanofi-2,0.62,company_directory_public,medium_news,round1,no
SKH Vertical,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/sidekick/,2026-05-14,DTA member slug sidekick,0.62,company_directory_public,medium_news,round1,no
Sidley,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/sidleyaustin/,2026-05-14,DTA member slug sidleyaustin,0.62,company_directory_public,medium_news,round1,no
sc,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/scalable-care/,2026-05-14,DTA member slug scalable-care,0.62,company_directory_public,medium_news,round1,no
Logo Copy,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/ssi-strategy/,2026-05-14,DTA member slug ssi-strategy,0.62,company_directory_public,medium_news,round1,no
soihtu,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/soihtu-dtx/,2026-05-14,DTA member slug soihtu-dtx,0.62,company_directory_public,medium_news,round1,no
Dakiyama Digital Red with Outline,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/takeda/,2026-05-14,DTA member slug takeda,0.62,company_directory_public,medium_news,round1,no
tenac.io,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/tenac-io/,2026-05-14,DTA member slug tenac-io,0.62,company_directory_public,medium_news,round1,no
OUS Viatris,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/viatris/,2026-05-14,DTA member slug viatris,0.62,company_directory_public,medium_news,round1,no
welldoc,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/welldoc/,2026-05-14,DTA member slug welldoc,0.62,company_directory_public,medium_news,round1,no
WELT,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/welt/,2026-05-14,DTA member slug welt,0.62,company_directory_public,medium_news,round1,no
On LightBlueCoral,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/woebot/,2026-05-14,DTA member slug woebot,0.62,company_directory_public,medium_news,round1,no
Xealth®,,,,,B,digital_therapeutics,dta_members,Digital Therapeutics Alliance members,https://dtxalliance.org/members/xealth/,2026-05-14,DTA member slug xealth,0.62,company_directory_public,medium_news,round1,no
CANON INC,,US,US,,B,,sec_company,Canon Medical Systems Corporation,https://www.sec.gov/edgar/browse/?CIK=16988,2026-05-14,SEC ticker CAJFF; CIK 0000016988,0.64,company_registry_public,strong_registry,round1,no
"Co-Diagnostics, Inc.",,US,US,,B,,sec_company,GE Medical Systems Ultrasound and Primary Care Diagnostics,https://www.sec.gov/edgar/browse/?CIK=1692415,2026-05-14,SEC ticker CODX; CIK 0001692415,0.64,company_registry_public,strong_registry,round1,no
STRYKER CORP,,US,US,,B,,sec_company,Stryker Corporation,https://www.sec.gov/edgar/browse/?CIK=310764,2026-05-14,SEC ticker SYK; CIK 0000310764,0.64,company_registry_public,strong_registry,round1,no
CANON INC,,US,US,,B,,sec_company,"Canon, Inc.",https://www.sec.gov/edgar/browse/?CIK=16988,2026-05-14,SEC ticker CAJFF; CIK 0000016988,0.64,company_registry_public,strong_registry,round1,no
HITACHI LTD,,US,US,,B,,sec_company,"Hitachi Aloka Medical,Ltd. (Hitachi Aloka Medical",https://www.sec.gov/edgar/browse/?CIK=47710,2026-05-14,SEC ticker HTHIY; CIK 0000047710,0.64,company_registry_public,strong_registry,round1,no
"Tenon Medical, Inc.",,US,US,,B,,sec_company,Tenon Medical,https://www.sec.gov/edgar/browse/?CIK=1560293,2026-05-14,SEC ticker TNON; CIK 0001560293,0.64,company_registry_public,strong_registry,round1,no
CANON INC,,US,US,,B,,sec_company,Canon Inc. -Medical Equipment Group,https://www.sec.gov/edgar/browse/?CIK=16988,2026-05-14,SEC ticker CAJFF; CIK 0000016988,0.64,company_registry_public,strong_registry,round1,no
MERIT MEDICAL SYSTEMS INC,,US,US,,B,,sec_company,"Merit Medical Systems, Inc.",https://www.sec.gov/edgar/browse/?CIK=856982,2026-05-14,SEC ticker MMSI; CIK 0000856982,0.64,company_registry_public,strong_registry,round1,no
R F INDUSTRIES LTD,,US,US,,B,,sec_company,"American Threshold Industries, Inc.",https://www.sec.gov/edgar/browse/?CIK=740664,2026-05-14,SEC ticker RFIL; CIK 0000740664,0.64,company_registry_public,strong_registry,round1,no
R F INDUSTRIES LTD,,US,US,,B,,sec_company,"Medical Industries America, Inc.",https://www.sec.gov/edgar/browse/?CIK=740664,2026-05-14,SEC ticker RFIL; CIK 0000740664,0.64,company_registry_public,strong_registry,round1,no
Medtronic plc,,US,US,,B,,sec_company,"Medtronic, Inc.",https://www.sec.gov/edgar/browse/?CIK=1613103,2026-05-14,SEC ticker MDT; CIK 0001613103,0.64,company_registry_public,strong_registry,round1,no
TREX CO INC,,US,US,,B,,sec_company,Trex Enterprises Corp.,https://www.sec.gov/edgar/browse/?CIK=1069878,2026-05-14,SEC ticker TREX; CIK 0001069878,0.64,company_registry_public,strong_registry,round1,no
Medtronic plc,,US,US,,B,,sec_company,Medtronic Minimed,https://www.sec.gov/edgar/browse/?CIK=1613103,2026-05-14,SEC ticker MDT; CIK 0001613103,0.64,company_registry_public,strong_registry,round1,no
Medtronic plc,,US,US,,B,,sec_company,"Medtronic Navigation, Inc. (Littleton)",https://www.sec.gov/edgar/browse/?CIK=1613103,2026-05-14,SEC ticker MDT; CIK 0001613103,0.64,company_registry_public,strong_registry,round1,no
GENERAL ELECTRIC CO,,US,US,,B,,sec_company,General Electric Co.,https://www.sec.gov/edgar/browse/?CIK=40545,2026-05-14,SEC ticker GE; CIK 0000040545,0.64,company_registry_public,strong_registry,round1,no
"AVITA Medical, Inc.",,US,US,,B,,sec_company,Avita Corporation,https://www.sec.gov/edgar/browse/?CIK=1762303,2026-05-14,SEC ticker RCEL; CIK 0001762303,0.64,company_registry_public,strong_registry,round1,no
"Traeger, Inc.",,US,US,,B,,sec_company,"Cook, Inc.",https://www.sec.gov/edgar/browse/?CIK=1857853,2026-05-14,SEC ticker COOK; CIK 0001857853,0.64,company_registry_public,strong_registry,round1,no
"Sensus Healthcare, Inc.",,US,US,,B,,sec_company,Sensus Healthcare,https://www.sec.gov/edgar/browse/?CIK=1494891,2026-05-14,SEC ticker SRTS; CIK 0001494891,0.64,company_registry_public,strong_registry,round1,no
"Traeger, Inc.",,US,US,,B,,sec_company,Cook Incorporated,https://www.sec.gov/edgar/browse/?CIK=1857853,2026-05-14,SEC ticker COOK; CIK 0001857853,0.64,company_registry_public,strong_registry,round1,no
BECTON DICKINSON & CO,,US,US,,B,,sec_company,"Becton Dickinson Infusion Therapy Systems, Inc.",https://www.sec.gov/edgar/browse/?CIK=10795,2026-05-14,SEC ticker BDX; CIK 0000010795,0.64,company_registry_public,strong_registry,round1,no
TARGET CORP,,US,US,,B,,sec_company,Target Therapeutics,https://www.sec.gov/edgar/browse/?CIK=27419,2026-05-14,SEC ticker TGT; CIK 0000027419,0.64,company_registry_public,strong_registry,round1,no
R F INDUSTRIES LTD,,US,US,,B,,sec_company,"Polymedica Industries, Inc.",https://www.sec.gov/edgar/browse/?CIK=740664,2026-05-14,SEC ticker RFIL; CIK 0000740664,0.64,company_registry_public,strong_registry,round1,no
"Co-Diagnostics, Inc.",,US,US,,B,,sec_company,Roche Diagnostics,https://www.sec.gov/edgar/browse/?CIK=1692415,2026-05-14,SEC ticker CODX; CIK 0001692415,0.64,company_registry_public,strong_registry,round1,no
PPG INDUSTRIES INC,,US,US,,B,,sec_company,"Ppg Industries, Inc.",https://www.sec.gov/edgar/browse/?CIK=79879,2026-05-14,SEC ticker PPG; CIK 0000079879,0.64,company_registry_public,strong_registry,round1,no
BOSTON SCIENTIFIC CORP,,US,US,,B,,sec_company,"Boston Scientific Cardiac Diagnostic Technologies, Inc.",https://www.sec.gov/edgar/browse/?CIK=885725,2026-05-14,SEC ticker BSX; CIK 0000885725,0.64,company_registry_public,strong_registry,round1,no
Hewlett Packard Enterprise Co,,US,US,,B,,sec_company,Hewlett-Packard GmbH,https://www.sec.gov/edgar/browse/?CIK=1645590,2026-05-14,SEC ticker HPE; CIK 0001645590,0.64,company_registry_public,strong_registry,round1,no
E-Power Inc.,,US,US,,B,,sec_company,"Power Medical Interventions, Inc.",https://www.sec.gov/edgar/browse/?CIK=1780731,2026-05-14,SEC ticker EPOW; CIK 0001780731,0.64,company_registry_public,strong_registry,round1,no
"Co-Diagnostics, Inc.",,US,US,,B,,sec_company,Ortho Clinical Diagnostics,https://www.sec.gov/edgar/browse/?CIK=1692415,2026-05-14,SEC ticker CODX; CIK 0001692415,0.64,company_registry_public,strong_registry,round1,no
